ID,f,alt_mean (m),alt_std (m),z_err (m),z_err_std (m),dom_amp (m),imh,imw
K1_2_C2_DJI_0385_cut.jpg,3802.58944,5.74551,0.01197,0.0094,0.00643,-0.618248,3648,5472
